AIM,NonNV,non,AIM_relative,NonNV_relative,non_relative,param,sample
63,3733,46624,0.276315789473684,0.467443025294265,0.956213211919851,singlet_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
6.76551253961728e-05,0.0279363625482043,0.318624415173483,0.00416800256492466,0.0445976820504299,0.891607322294552,singlet_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000205793075063024,0.0281422030148685,0.365385604774399,0.0092378752886836,0.0514629786433343,0.848,singlet_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00351073572809606,0.0466741291000984,0.385561887317255,0.0944558521560575,0.0909872379818819,0.857075533940319,singlet_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.0005546496278301,0.0328130719824287,0.399325546052559,0.0282326369282891,0.0621363302174141,0.88293149542567,singlet_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
50,1343,712,0.219298245614035,0.16816929626847,0.0146024323714596,0_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00344520715478972,0.0771892938366181,0.00950294299795473,0.21224751522924,0.123225190046941,0.0265921039218256,0_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00442455111385502,0.0641559911508977,0.0038586201574317,0.198614318706698,0.117320538150343,0.00895522388059702,0_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00744547335572064,0.100064448288728,0.0248973915403141,0.200319415925165,0.195067116312901,0.0553450583422873,0_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00652267962328198,0.090052913574495,0.0175823932022142,0.33201581027668,0.170528305850226,0.0388756714331265,0_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
8,347,252,0.0350877192982456,0.0434510393188079,0.00516827662585369,green_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000156127212452706,0.00544883971459945,0.00145198307581017,0.00961846745751843,0.00869854193494787,0.00406308707239285,green_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0,0.00396151669496321,0.000102896537531512,0,0.007244331545771,0.000238805970149254,green_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000245921101726536,0.00999796479088227,0.00389233743767172,0.00661647273556925,0.0194901805197381,0.00865237799016004,green_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000732137508735732,0.030017637858165,0.0148535170332901,0.0372670807453416,0.0568427686167419,0.0328419710088053,green_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
1,24,2,0.0043859649122807,0.00300525920360631,4.10180684591563e-05,invgreen_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000171739933697977,0.00535516338712783,0.000161331452867797,0.0105803142032703,0.00854899680139575,0.000451454119154762,invgreen_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000205793075063024,0.00591655090806194,0.000205793075063024,0.0092378752886836,0.0108194562047229,0.000477611940298507,invgreen_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000203520911773685,0.00521522336420067,0.000237441063735966,0.00547570157426421,0.0101666336044436,0.000527813907896474,invgreen_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
4.4371970226408e-05,0.00211876157831098,2.2185985113204e-05,0.00225861095426313,0.00401218359416028,4.90544749944814e-05,invgreen_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
33,388,255,0.144736842105263,0.0485850237916354,0.00522980372854242,brown_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000374705309886495,0.011652294289387,0.0036689894926386,0.0230843218980442,0.0186017530012877,0.0102669404517454,brown_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00025724134382878,0.00447599938262077,0.000411586150126048,0.0115473441108545,0.00818515382444256,0.000955223880597015,brown_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.0154167090668566,0.0324446253519216,0.0207082527729724,0.414784394250513,0.0632480327977253,0.0460329129672567,brown_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00173050683882991,0.00624535480936693,0.00244045836245244,0.088085827216262,0.0118264888142002,0.00539599224939295,brown_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0,25,4,0,0.00313047833708991,8.20361369183125e-05,invbrown_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0,0.00500647927931679,0.000541241003169383,0,0.00799235658206289,0.00151455575458372,invbrown_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0,0.00581365437053043,0.000668827493954828,0,0.0106312917489886,0.00155223880597015,invbrown_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0,0.00248465113123707,4.2400189952851e-05,0,0.00484361568471864,9.42524835529416e-05,invbrown_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0,0.00581272809965944,0.000754323493848936,0,0.0110072471379057,0.00166785214981237,invbrown_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
9,231,20,0.0394736842105263,0.0289256198347107,0.000410180684591563,yellow_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000640121571056096,0.0178453403833444,0.000270620501584691,0.0394357165758256,0.0284883479416774,0.000757277877291858,yellow_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00303544785717961,0.0570561300612234,0.00252096516952204,0.136258660508083,0.104337190704676,0.00585074626865672,yellow_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00198432888979343,0.0481157355584953,0.00180624809199145,0.053388090349076,0.0937975269457118,0.00401515579935531,yellow_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00088743940452816,0.0241050728254961,0.00027732481391505,0.0451722190852626,0.0456464657073837,0.000613180937431017,yellow_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
8,370,276,0.0350877192982456,0.0463310793889306,0.00566049344736356,invyellow_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000333071386565774,0.138198604222721,0.00825392529833308,0.020519397242706,0.220620612304241,0.0230969752574017,invyellow_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0,0.0534033029788547,0,0,0.0976573525261078,0,invyellow_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
4.2400189952851e-05,0.0573420168922357,0.000305281367660527,0.00114077116130504,0.111783376314223,0.00067861788158118,invyellow_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000310603791584856,0.115788656305812,0.00869690616437597,0.0158102766798419,0.219262682491335,0.0192293541978367,invyellow_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
36,911,426,0.157894736842105,0.114074630603556,0.00873684858180028,turquoise_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00205567496396063,0.0439706272670972,0.00473065453731701,0.126643154857326,0.0701948240767665,0.0132377998165057,turquoise_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00998096414055666,0.206976385244636,0.0574162679425837,0.448036951501155,0.378492802709568,0.133253731343284,turquoise_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00299345341067128,0.0595807469217462,0.00755571384959805,0.0805384439881359,0.116147589763936,0.0167957925691342,turquoise_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00300620098283914,0.0554427767978968,0.00595693700289527,0.153020892151327,0.104988971746665,0.0131711265360182,turquoise_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
10,310,53,0.043859649122807,0.0388179313799148,0.00108697881416764,invturquoise_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00070257245603718,0.0203433757825877,0.00184750534735703,0.043283103558833,0.0324762181697337,0.00516987781612711,invturquoise_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000102896537531512,0.00159489633173844,0,0.0046189376443418,0.00291654906388183,0,invturquoise_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000898884027000441,0.0218191377497371,0.00201824904175571,0.0241843486196669,0.0425345500231436,0.00448641821712002,invturquoise_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000920718382197966,0.0199119216391006,0.00185252975695253,0.0468661773009599,0.0377061233063754,0.00409604866203919,invturquoise_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
8,242,134,0.0350877192982456,0.0303030303030303,0.00274821058676347,blue_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00814984049003127,0.268075628021712,0.00830596770248399,0.502084001282462,0.42795663191127,0.0232426056184193,blue_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00370427535113443,0.100838606780882,0.000205793075063024,0.166281755196305,0.184401166619626,0.000477611940298507,blue_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00403649808351141,0.114980835114141,0.0027899324988976,0.10860141455624,0.224145341532765,0.00620181341778356,blue_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.00452594096309361,0.130586708376319,0.000399347732037672,0.230378317334839,0.247284949059973,0.000882980549900665,blue_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
2,62,1,0.0087719298245614,0.00776358627598297,2.05090342295781e-05,invblue_unique,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000135310250792346,0.00538638882961838,0,0.00833600512984931,0.00859884517924647,0,invblue_P1,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000360137881360292,0.0145084117919432,0.000102896537531512,0.0161662817551963,0.0265311882585379,0.000238805970149254,invblue_P2,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000390081747566229,0.0142549438621485,4.2400189952851e-05,0.0104950946840064,0.0277887985188124,9.42524835529416e-05,invblue_P3,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
0.000410440724594274,0.0151863068099881,0.00011092992556602,0.0208921513269339,0.02875748345762,0.000245272374972407,invblue_P4,NaraCOVID_CD4_001_TCR.wgcna.aim.csv
143,3284,78883,0.303609341825902,0.373819009675583,0.910195463042023,singlet_unique,NaraCOVID_CD4_002_TCR.wgcna.aim.csv
0.00105699224613761,0.0254977560733417,0.408821327582261,0.0407812032325651,0.0612656694160958,0.732788708892443,singlet_P1,NaraCOVID_CD4_002_TCR.wgcna.aim.csv
0.000730021041782969,0.0136556877227638,0.374243139949328,0.0216010165184244,0.0318,0.6972,singlet_P2,NaraCOVID_CD4_002_TCR.wgcna.aim.csv
